       0         1       100
       1         1       100
       2         1       100
       3         1       100
       4         1       100
       5         1       100
       6         1       100
       7         1       100
       8         1       100
       9         1       100
      10         1       100
      11         1       100
      12         1       100
      13         1       100
      14         1       100
      15         1       100
      16         1       100
      17         1       100
      18         1       100
      19         1       100
      20         1       100
      21         1       100
      22         1       100
      23         1       100
      24         1       100
      25         1       100
      26         1       100
      27         1       100
      28         1       100
      29         1       100
      30         1       100
      31         1       100
      32         1       100
      33         1       100
      34         1       100
      35         1       100
      36         1       100
      37         1       100
      38         1       100
      39         1       100
      40         1       100
      41         1       100
      42         1       100
      43         1       100
      44         1       100
      45         1       100
      46         1       100
      47         1       100
      48         1       100
      49         1       100
      50         1       100
      51         1       100
      52         1       100
      53         1       100
      54         1       100
      55         1       100
      56         1       100
      57         1       100
      58         1       100
      59         1       100
      60         1       100
      61         1       100
      62         1       100
      63         1       100
      64         1       100
      65         1       100
      66         1       100
      67         1       100
      68         1       100
      69         1       100
      70         1       100
      71         1       100
      72         1       100
      73         1       100
      74         1       100
      75         1       100
      76         1       100
      77         1       100
      78         1       100
      79         1       100
      80         1       100
      81         1       100
      82         1       100
      83         1       100
      84         1       100
      85         1       100
      86         1       100
      87         1       100
      88         1       100
      89         1       100
      90         1       100
      91         1       100
      92         1       100
      93         1       100
      94         1       100
      95         1       100
      96         1       100
      97         1       100
      98         1       100
      99         1       100
