       0         1  0.257454
       0         2  0.017228
       0         3  -0.310423
       0         4  0.021766
       0         5  1.790188
       0         6  -0.706917
       0         7  0.413750
       0         8  0.777985
       0         9  -0.314571
       0        10  2.038722
       0        11  -1.342049
       0        12  0.869248
       0        13  0.494583
       0        14  1.675344
       0        15  -0.837226
       0        16  0.412989
       0        17  1.184649
       0        18  -0.020367
       0        19  -0.932923
       0        20  -0.671386
       0        21  -0.583861
       0        22  -1.176824
       0        23  -0.597604
       0        24  -1.238890
       0        25  0.295345
       0        26  0.546653
       0        27  0.885687
       0        28  1.506914
       0        29  0.013302
       0        30  0.046271
       0        31  1.059629
       0        32  0.119203
       0        33  -0.777927
       0        34  -1.123882
       0        35  -0.131477
       0        36  2.004991
       0        37  1.111108
       0        38  -1.743070
       0        39  -0.147883
       0        40  -0.989468
       0        41  -1.010797
       0        42  0.536405
       0        43  0.873848
       0        44  -0.093961
       0        45  -0.073316
       0        46  2.020479
       0        47  -2.032145
       0        48  0.317921
       0        49  1.327467
       0        50  -0.193308
       0        51  -0.004261
       0        52  -1.579833
       0        53  1.552384
       0        54  0.096883
       0        55  -0.304872
       0        56  -0.188643
       0        57  -0.452012
       0        58  0.816379
       0        59  2.386380
       0        60  0.416587
       0        61  1.330065
       0        62  -0.053790
       0        63  -0.909224
       0        64  1.135883
       0        65  -0.575972
       0        66  0.120287
       0        67  -1.136496
       0        68  0.263592
       0        69  1.512135
       0        70  -0.619918
       0        71  -1.231625
       0        72  -0.362861
       0        73  -0.946903
       0        74  -0.334209
       0        75  0.069985
       0        76  1.517919
       0        77  -0.050397
       0        78  -0.110798
       0        79  -0.197017
       0        80  -0.975771
       0        81  -1.252360
       0        82  -1.005664
       0        83  0.241873
       0        84  0.771439
       0        85  -0.485812
       0        86  -0.423823
       0        87  -0.115426
       0        88  0.701511
       0        89  -0.499672
       0        90  -1.443470
       0        91  1.454408
       0        92  0.308405
       0        93  -0.468805
       0        94  -0.496373
       0        95  0.451388
       0        96  0.643870
       0        97  -1.012593
       0        98  -1.288825
       0        99  0.047936
       0       100  -0.352553
       1         1  -0.376832
       1         2  0.064539
       1         3  -0.286988
       1         4  -0.537529
       1         5  0.489803
       1         6  -0.401538
       1         7  -0.308285
       1         8  0.064635
       1         9  0.633412
       1        10  -0.248898
       1        11  0.769958
       1        12  -1.427296
       1        13  0.512376
       1        14  0.321269
       1        15  1.325067
       1        16  -0.314384
       1        17  -0.702474
       1        18  1.115820
       1        19  0.493821
       1        20  0.569341
       1        21  -0.261204
       1        22  -0.206208
       1        23  -0.462212
       1        24  0.410751
       1        25  -0.983341
       1        26  -0.279306
       1        27  -0.574611
       1        28  0.678077
       1        29  2.063350
       1        30  -0.433796
       1        31  0.594108
       1        32  0.062673
       1        33  0.217029
       1        34  0.086942
       1        35  1.927242
       1        36  -0.067854
       1        37  -0.709628
       1        38  -0.984809
       1        39  -1.235037
       1        40  -0.232009
       1        41  -1.737537
       1        42  -0.684922
       1        43  -0.464028
       1        44  1.229496
       1        45  0.359526
       1        46  -1.903055
       1        47  -1.600926
       1        48  0.272431
       1        49  -0.805576
       1        50  -0.130854
       1        51  -1.644797
       1        52  -0.336903
       1        53  -0.104901
       1        54  0.949008
       1        55  0.888962
       1        56  1.981650
       1        57  1.129955
       1        58  -0.568991
       1        59  1.197003
       1        60  -0.521938
       1        61  -0.196466
       1        62  0.459809
       1        63  0.256110
       1        64  -0.475579
       1        65  -0.922608
       1        66  -0.955037
       1        67  -1.334225
       1        68  1.423628
       1        69  -2.032981
       1        70  1.011910
       1        71  -0.562166
       1        72  -0.108166
       1        73  -1.292500
       1        74  0.158043
       1        75  2.170336
       1        76  -0.032617
       1        77  -0.851947
       1        78  1.030043
       1        79  0.788127
       1        80  0.769041
       1        81  0.834973
       1        82  0.765910
       1        83  0.036828
       1        84  -1.194131
       1        85  -2.817442
       1        86  0.565663
       1        87  -1.263783
       1        88  -0.085459
       1        89  2.274072
       1        90  1.040449
       1        91  0.701387
       1        92  -0.120293
       1        93  -0.441800
       1        94  -0.983116
       1        95  -1.119701
       1        96  -0.568906
       1        97  -1.149475
       1        98  0.868716
       1        99  0.669432
       1       100  -0.884053
       2         1  0.625493
       2         2  1.278961
       2         3  0.405229
       2         4  0.206133
       2         5  -1.333481
       2         6  2.113405
       2         7  -0.919154
       2         8  0.733445
       2         9  0.201194
       2        10  -1.412254
       2        11  -0.967368
       2        12  0.617764
       2        13  -0.525154
       2        14  -1.275068
       2        15  -0.784420
       2        16  -0.765070
       2        17  -0.744247
       2        18  -2.057207
       2        19  -0.740101
       2        20  -1.005188
       2        21  1.279799
       2        22  -1.086073
       2        23  0.408871
       2        24  1.311846
       2        25  -1.473192
       2        26  -0.222666
       2        27  -0.706774
       2        28  -2.301764
       2        29  -0.454588
       2        30  -0.259528
       2        31  -0.059132
       2        32  -0.169157
       2        33  0.011164
       2        34  -1.289376
       2        35  0.390891
       2        36  -0.607424
       2        37  -0.045013
       2        38  0.972356
       2        39  0.591851
       2        40  0.910200
       2        41  -1.102735
       2        42  0.682615
       2        43  1.636463
       2        44  -0.776694
       2        45  0.239308
       2        46  -0.822602
       2        47  -0.736720
       2        48  0.566921
       2        49  -1.774959
       2        50  0.497920
       2        51  0.117514
       2        52  0.210711
       2        53  1.267885
       2        54  -0.217863
       2        55  0.175824
       2        56  -0.139381
       2        57  0.066230
       2        58  -0.847498
       2        59  -0.722188
       2        60  -1.091800
       2        61  0.705159
       2        62  -1.523340
       2        63  -0.013141
       2        64  0.467624
       2        65  2.390783
       2        66  0.190615
       2        67  -0.976843
       2        68  0.565273
       2        69  0.585077
       2        70  0.112388
       2        71  0.786750
       2        72  -0.132908
       2        73  1.433407
       2        74  0.588460
       2        75  0.370129
       2        76  -0.620981
       2        77  -0.621328
       2        78  0.074824
       2        79  0.758757
       2        80  -0.462485
