       0         0  0  1  1         1  0     99999  1   0   0  1.000000 0
       1         0  0  0  0     99999  0     99999  0   0   0  1.000000 0
       2         0  0  0  0     99999  0     99999  0   0   0  1.000000 0
       3         0  0  0  0     99999  0     99999  0   0   0  1.000000 0
       4         0  0  0  0     99999  0     99999  0   0   0  1.000000 0
       5         1  0  1  1         1  0     99999  1   0   0  1.000000 0
       6         1  0  0  0     99999  0     99999  0   0   0  1.000000 0
       7         1  0  0  0     99999  0     99999  0   0   0  1.000000 0
       8         1  0  0  0     99999  0     99999  0   0   0  1.000000 0
       9         1  0  0  0     99999  0     99999  0   0   0  1.000000 0
      10         2  0  1  1         1  0     99999  1   0   0  1.000000 0
      11         2  0  0  0     99999  0     99999  0   0   0  1.000000 0
      12         2  0  0  0     99999  0     99999  0   0   0  1.000000 0
      13         2  0  0  0     99999  0     99999  0   0   0  1.000000 0
      14         2  0  0  0     99999  0     99999  0   0   0  1.000000 0
      15         3  0  1  1         1  0     99999  1   0   0  1.000000 0
      16         3  0  0  0     99999  0     99999  0   0   0  1.000000 0
      17         3  0  0  0     99999  0     99999  0   0   0  1.000000 0
      18         3  0  0  0     99999  0     99999  0   0   0  1.000000 0
      19         3  0  0  0     99999  0     99999  0   0   0  1.000000 0
      20         4  0  1  1         1  0     99999  1   0   0  1.000000 0
      21         4  0  0  0     99999  0     99999  0   0   0  1.000000 0
      22         4  0  0  0     99999  0     99999  0   0   0  1.000000 0
      23         4  0  0  0     99999  0     99999  0   0   0  1.000000 0
      24         4  0  0  0     99999  0     99999  0   0   0  1.000000 0
      25         5  0  1  1         1  0     99999  1   0   0  1.000000 0
      26         5  0  0  0     99999  0     99999  0   0   0  1.000000 0
      27         5  0  0  0     99999  0     99999  0   0   0  1.000000 0
      28         5  0  0  0     99999  0     99999  0   0   0  1.000000 0
      29         5  0  0  0     99999  0     99999  0   0   0  1.000000 0
      30         6  0  1  1         1  0     99999  1   0   0  1.000000 0
      31         6  0  0  0     99999  0     99999  0   0   0  1.000000 0
      32         6  0  0  0     99999  0     99999  0   0   0  1.000000 0
      33         6  0  0  0     99999  0     99999  0   0   0  1.000000 0
      34         6  0  0  0     99999  0     99999  0   0   0  1.000000 0
      35         7  0  1  1         1  0     99999  1   0   0  1.000000 0
      36         7  0  0  0     99999  0     99999  0   0   0  1.000000 0
      37         7  0  0  0     99999  0     99999  0   0   0  1.000000 0
      38         7  0  0  0     99999  0     99999  0   0   0  1.000000 0
      39         7  0  0  0     99999  0     99999  0   0   0  1.000000 0
      40         8  0  1  1         1  0     99999  1   0   0  1.000000 0
      41         8  0  0  0     99999  0     99999  0   0   0  1.000000 0
      42         8  0  0  0     99999  0     99999  0   0   0  1.000000 0
      43         8  0  0  0     99999  0     99999  0   0   0  1.000000 0
      44         8  0  0  0     99999  0     99999  0   0   0  1.000000 0
      45         9  0  1  1         1  0     99999  1   0   0  1.000000 0
      46         9  0  0  0     99999  0     99999  0   0   0  1.000000 0
      47         9  0  0  0     99999  0     99999  0   0   0  1.000000 0
      48         9  0  0  0     99999  0     99999  0   0   0  1.000000 0
      49         9  0  0  0     99999  0     99999  0   0   0  1.000000 0
      50        10  0  1  1         1  0     99999  1   0   0  1.000000 0
      51        10  0  0  0     99999  0     99999  0   0   0  1.000000 0
      52        10  0  0  0     99999  0     99999  0   0   0  1.000000 0
      53        10  0  0  0     99999  0     99999  0   0   0  1.000000 0
      54        10  0  0  0     99999  0     99999  0   0   0  1.000000 0
      55        11  0  1  1         1  0     99999  1   0   0  1.000000 0
      56        11  0  0  0     99999  0     99999  0   0   0  1.000000 0
      57        11  0  0  0     99999  0     99999  0   0   0  1.000000 0
      58        11  0  0  0     99999  0     99999  0   0   0  1.000000 0
      59        11  0  0  0     99999  0     99999  0   0   0  1.000000 0
      60        12  0  1  1         1  0     99999  1   0   0  1.000000 0
      61        12  0  0  0     99999  0     99999  0   0   0  1.000000 0
      62        12  0  0  0     99999  0     99999  0   0   0  1.000000 0
      63        12  0  0  0     99999  0     99999  0   0   0  1.000000 0
      64        12  0  0  0     99999  0     99999  0   0   0  1.000000 0
      65        13  0  1  1         1  0     99999  1   0   0  1.000000 0
      66        13  0  0  0     99999  0     99999  0   0   0  1.000000 0
      67        13  0  0  0     99999  0     99999  0   0   0  1.000000 0
      68        13  0  0  0     99999  0     99999  0   0   0  1.000000 0
      69        13  0  0  0     99999  0     99999  0   0   0  1.000000 0
      70        14  0  1  1         1  0     99999  1   0   0  1.000000 0
      71        14  0  0  0     99999  0     99999  0   0   0  1.000000 0
      72        14  0  0  0     99999  0     99999  0   0   0  1.000000 0
      73        14  0  0  0     99999  0     99999  0   0   0  1.000000 0
      74        14  0  0  0     99999  0     99999  0   0   0  1.000000 0
      75        15  0  1  1         1  0     99999  1   0   0  1.000000 0
      76        15  0  0  0     99999  0     99999  0   0   0  1.000000 0
      77        15  0  0  0     99999  0     99999  0   0   0  1.000000 0
      78        15  0  0  0     99999  0     99999  0   0   0  1.000000 0
      79        15  0  0  0     99999  0     99999  0   0   0  1.000000 0
      80        16  0  1  1         1  0     99999  1   0   0  1.000000 0
      81        16  0  0  0     99999  0     99999  0   0   0  1.000000 0
      82        16  0  0  0     99999  0     99999  0   0   0  1.000000 0
      83        16  0  0  0     99999  0     99999  0   0   0  1.000000 0
      84        16  0  0  0     99999  0     99999  0   0   0  1.000000 0
      85        17  0  1  1         1  0     99999  1   0   0  1.000000 0
      86        17  0  0  0     99999  0     99999  0   0   0  1.000000 0
      87        17  0  0  0     99999  0     99999  0   0   0  1.000000 0
      88        17  0  0  0     99999  0     99999  0   0   0  1.000000 0
      89        17  0  0  0     99999  0     99999  0   0   0  1.000000 0
      90        18  0  1  1         1  0     99999  1   0   0  1.000000 0
      91        18  0  0  0     99999  0     99999  0   0   0  1.000000 0
      92        18  0  0  0     99999  0     99999  0   0   0  1.000000 0
      93        18  0  0  0     99999  0     99999  0   0   0  1.000000 0
      94        18  0  0  0     99999  0     99999  0   0   0  1.000000 0
      95        19  0  1  1         1  0     99999  1   0   0  1.000000 0
      96        19  0  0  0     99999  0     99999  0   0   0  1.000000 0
      97        19  0  0  0     99999  0     99999  0   0   0  1.000000 0
      98        19  0  0  0     99999  0     99999  0   0   0  1.000000 0
      99        19  0  0  0     99999  0     99999  0   0   0  1.000000 0
     100        20  0  1  1         1  0     99999  1   0   0  1.000000 0
     101        20  0  0  0     99999  0     99999  0   0   0  1.000000 0
     102        20  0  0  0     99999  0     99999  0   0   0  1.000000 0
     103        20  0  0  0     99999  0     99999  0   0   0  1.000000 0
     104        20  0  0  0     99999  0     99999  0   0   0  1.000000 0
     105        21  0  1  1         1  0     99999  1   0   0  1.000000 0
     106        21  0  0  0     99999  0     99999  0   0   0  1.000000 0
     107        21  0  0  0     99999  0     99999  0   0   0  1.000000 0
     108        21  0  0  0     99999  0     99999  0   0   0  1.000000 0
     109        21  0  0  0     99999  0     99999  0   0   0  1.000000 0
     110        22  0  1  1         1  0     99999  1   0   0  1.000000 0
     111        22  0  0  0     99999  0     99999  0   0   0  1.000000 0
     112        22  0  0  0     99999  0     99999  0   0   0  1.000000 0
     113        22  0  0  0     99999  0     99999  0   0   0  1.000000 0
     114        22  0  0  0     99999  0     99999  0   0   0  1.000000 0
     115        23  0  1  1         1  0     99999  1   0   0  1.000000 0
     116        23  0  0  0     99999  0     99999  0   0   0  1.000000 0
     117        23  0  0  0     99999  0     99999  0   0   0  1.000000 0
     118        23  0  0  0     99999  0     99999  0   0   0  1.000000 0
     119        23  0  0  0     99999  0     99999  0   0   0  1.000000 0
     120        24  0  1  1         1  0     99999  1   0   0  1.000000 0
     121        24  0  0  0     99999  0     99999  0   0   0  1.000000 0
     122        24  0  0  0     99999  0     99999  0   0   0  1.000000 0
     123        24  0  0  0     99999  0     99999  0   0   0  1.000000 0
     124        24  0  0  0     99999  0     99999  0   0   0  1.000000 0
     125        25  0  1  1         1  0     99999  1   0   0  1.000000 0
     126        25  0  0  0     99999  0     99999  0   0   0  1.000000 0
     127        25  0  0  0     99999  0     99999  0   0   0  1.000000 0
     128        25  0  0  0     99999  0     99999  0   0   0  1.000000 0
     129        25  0  0  0     99999  0     99999  0   0   0  1.000000 0
     130        26  0  1  1         1  0     99999  1   0   0  1.000000 0
     131        26  0  0  0     99999  0     99999  0   0   0  1.000000 0
     132        26  0  0  0     99999  0     99999  0   0   0  1.000000 0
     133        26  0  0  0     99999  0     99999  0   0   0  1.000000 0
     134        26  0  0  0     99999  0     99999  0   0   0  1.000000 0
     135        27  0  1  1         1  0     99999  1   0   0  1.000000 0
     136        27  0  0  0     99999  0     99999  0   0   0  1.000000 0
     137        27  0  0  0     99999  0     99999  0   0   0  1.000000 0
     138        27  0  0  0     99999  0     99999  0   0   0  1.000000 0
     139        27  0  0  0     99999  0     99999  0   0   0  1.000000 0
     140        28  0  1  1         1  0     99999  1   0   0  1.000000 0
     141        28  0  0  0     99999  0     99999  0   0   0  1.000000 0
     142        28  0  0  0     99999  0     99999  0   0   0  1.000000 0
     143        28  0  0  0     99999  0     99999  0   0   0  1.000000 0
     144        28  0  0  0     99999  0     99999  0   0   0  1.000000 0
     145        29  0  1  1         1  0     99999  1   0   0  1.000000 0
     146        29  0  0  0     99999  0     99999  0   0   0  1.000000 0
     147        29  0  0  0     99999  0     99999  0   0   0  1.000000 0
     148        29  0  0  0     99999  0     99999  0   0   0  1.000000 0
     149        29  0  0  0     99999  0     99999  0   0   0  1.000000 0
     150        30  0  1  1         1  0     99999  1   0   0  1.000000 0
